# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 258K of event 'cycles:P'
# Event count (approx.): 252527269824
#
# Overhead  Command  Shared Object         Symbol                                                                                                                                                                               
# ........  .......  ....................  .....................................................................................................................................................................................
#
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952b6d9f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003703
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95191ebf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952bc070
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80aa9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72495
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96201602
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950025c8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d285
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95198046
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d34e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016e58
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500e7f6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003405
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6cfb1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b4cc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65175
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f54de0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002dc8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016e5f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563fcaf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b14c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016e36
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500333f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f99811
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f99690
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f63612
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6daf0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b16a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffbede
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffc683
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500336a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96200159
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519802c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff956317dc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d27a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f997a8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d9f2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c82a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563aa9b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7ff42
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950040a7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66ae6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f55833
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8501e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6dba2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f664e9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4f300
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65a64
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950036ad
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4f919
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72475
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b1de
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96200175
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0504
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ed5287
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72b92
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199ef4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b71b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95004080
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7236c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003e50
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6552c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72b7f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f58845
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94eaa8a4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199e86
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601e324
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d9cb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95005bd0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f861f0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5876c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002546
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91b7c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950034e4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519aeb6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f0b9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950116f2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d362
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960169d7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f52746
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960167a9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016775
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5108b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a615
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002552
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f623d6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d9ea
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4f895
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601676d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f649b4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003d51
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c596
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b6fa
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f0a371
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffbecf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95191f48
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016950
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f997d0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f05a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fe47
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ec3817
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951c910c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95011707
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a652
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950025b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f52748
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f87d76
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016865
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601ffbd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951955cc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66ac8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6e5ab
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f68501
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7faf0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f58643
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519a00d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b4e0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c60d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002706
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d0e8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016989
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fe56
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7f770
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199d1a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7f752
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0b25
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199efb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f77041
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9518e93a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016ab9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f997cb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66584
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7226b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7243e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7f994
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f611d6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b2a6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c3eb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9503d56c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6ba9b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67195
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f713e2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501738e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f861fb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71ad4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71f43
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6daf4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003c36
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f85013
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f624f7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199d74
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563aa61
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c2a8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7227d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006c5f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95005bc5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91b8f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65a7b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016e63
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006aa8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95220244
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66385
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95004164
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7244f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ebfd7c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e699b7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002bb4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4f301
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96200bc7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f718a3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c7bd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500414c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66a0d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006bc0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002c48
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80065
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c605
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c7f7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f605fe
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8db33
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003705
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563fc84
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f9978a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c536
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500257e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016ab4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80ab4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f9947d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f56ad0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b316
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006c94
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ffdc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91520
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519a1e7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86a6d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6cf7d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500350f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c368
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db3c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95191f12
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f87c4e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5583a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960168c5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d88d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7b7f4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b087c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952b8e35
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f665f0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500256d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522024a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95005be0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6a75b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950025bb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d3ff
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521efc4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003d4a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f604f9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f649b9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521ecbc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96003627
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501735b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7259f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f713c0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f727a1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95ffebf1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6613e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f99797
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95225a11
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c662
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c0b2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521b837
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8db96
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7135e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66b31
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f718a8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6cf88
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563fc7e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95011800
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950025a8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003434
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6e5a7
     0.00%  a.out    [amdgpu]              [k] amdgpu_display_get_crtc_scanoutpos
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950036d6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c2b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016981
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff962015da
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4befd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fa06
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0cab
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500308f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d0dd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601fcf9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006874
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b418
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4e647
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6631a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80ada
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f781e0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501735f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0b0f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71a30
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501a045
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71349
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a707
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6e6b2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7f77d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003307
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c30ffe
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016b82
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f652af
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519aadd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95004160
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b083f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c7ff
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b49b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6bbf9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71003
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71aac
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f997d4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9518c556
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71970
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65524
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f85035
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff962000a9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72314
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601fd45
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f55d64
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f585b5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95007a1d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f77d6b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b0c5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f84fa9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7b8d1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b276
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f916b3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b714
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f64bb6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95001e72
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffc687
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91952
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7b827
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f724a9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a74f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501a061
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f54e73
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950173d4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950117b9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c3108d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95005c08
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80ac3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95211147
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950030ac
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71816
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003d4f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950173cb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60604
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80bd8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c58b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f9cc20
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002577
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95005427
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6bd2f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f588c9
     0.00%  a.out    [amdgpu]              [k] amdgpu_cgs_read_register
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6dd13
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519aead
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72b7a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c611
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952bc040
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002c1b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5adfc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950040c4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60073
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95247188
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002743
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff962000da
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6639d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952bc0af
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b4e5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f78541
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f610a8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f510e9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9524718b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7b7a3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002684
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66502
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519aee0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f997dc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f63dbc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6dd15
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94fee03f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f588db
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e5377a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6de9c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f53771
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f68489
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4bee4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94fdc7d6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9524b3ff
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95246b43
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601f562
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95246b03
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951c7bd6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95247088
